time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16
1.08;videos/cuts_test/50wtf28.mp4;fall;(np.float64(489.25), np.float64(160.62));(np.float64(494.25), np.float64(153.5));(np.float64(481.0), np.float64(153.88));(np.float64(498.75), np.float64(157.62));(np.float64(463.5), np.float64(158.38));(np.float64(505.0), np.float64(212.5));(np.float64(434.0), np.float64(200.25));(np.float64(508.25), np.float64(272.25));(np.float64(407.5), np.float64(250.88));(np.float64(501.5), np.float64(326.5));(np.float64(391.5), np.float64(296.25));(np.float64(456.75), np.float64(305.0));(np.float64(414.0), np.float64(300.25));(np.float64(442.0), np.float64(386.5));(np.float64(407.75), np.float64(385.25));(np.float64(485.25), np.float64(428.5));(np.float64(451.5), np.float64(441.0))
1.13;videos/cuts_test/50wtf28.mp4;fall;(np.float64(487.5), np.float64(165.88));(np.float64(492.0), np.float64(158.75));(np.float64(479.5), np.float64(159.0));(np.float64(495.75), np.float64(162.0));(np.float64(461.5), np.float64(162.88));(np.float64(503.5), np.float64(216.5));(np.float64(432.25), np.float64(206.5));(np.float64(508.0), np.float64(277.0));(np.float64(407.0), np.float64(258.0));(np.float64(500.5), np.float64(330.0));(np.float64(389.25), np.float64(303.25));(np.float64(455.25), np.float64(311.0));(np.float64(413.25), np.float64(306.75));(np.float64(438.0), np.float64(394.0));(np.float64(408.75), np.float64(393.5));(np.float64(483.0), np.float64(428.0));(np.float64(451.5), np.float64(442.75))
1.17;videos/cuts_test/50wtf28.mp4;fall;(np.float64(485.5), np.float64(171.0));(np.float64(490.25), np.float64(164.0));(np.float64(477.25), np.float64(164.38));(np.float64(494.5), np.float64(167.5));(np.float64(459.0), np.float64(168.5));(np.float64(502.5), np.float64(221.5));(np.float64(430.75), np.float64(212.75));(np.float64(507.0), np.float64(282.0));(np.float64(406.25), np.float64(266.0));(np.float64(499.0), np.float64(334.25));(np.float64(386.25), np.float64(311.0));(np.float64(452.5), np.float64(317.5));(np.float64(409.75), np.float64(312.5));(np.float64(432.25), np.float64(402.5));(np.float64(395.5), np.float64(399.25));(np.float64(476.5), np.float64(426.5));(np.float64(443.5), np.float64(445.5))
1.21;videos/cuts_test/50wtf28.mp4;fall;(np.float64(484.25), np.float64(176.0));(np.float64(488.5), np.float64(168.75));(np.float64(475.75), np.float64(169.12));(np.float64(492.0), np.float64(172.12));(np.float64(456.5), np.float64(173.75));(np.float64(501.0), np.float64(225.62));(np.float64(429.25), np.float64(218.88));(np.float64(507.25), np.float64(286.0));(np.float64(406.25), np.float64(272.5));(np.float64(498.25), np.float64(338.0));(np.float64(384.25), np.float64(315.0));(np.float64(450.75), np.float64(324.0));(np.float64(406.5), np.float64(317.25));(np.float64(425.25), np.float64(414.5));(np.float64(382.0), np.float64(406.5));(np.float64(468.0), np.float64(432.5));(np.float64(388.75), np.float64(446.0))
1.25;videos/cuts_test/50wtf28.mp4;fall;(np.float64(482.5), np.float64(181.0));(np.float64(486.5), np.float64(173.88));(np.float64(474.0), np.float64(174.5));(np.float64(490.0), np.float64(177.0));(np.float64(454.25), np.float64(178.62));(np.float64(499.5), np.float64(229.12));(np.float64(428.0), np.float64(224.25));(np.float64(506.75), np.float64(291.75));(np.float64(406.5), np.float64(279.75));(np.float64(497.5), np.float64(344.25));(np.float64(382.25), np.float64(321.0));(np.float64(448.0), np.float64(330.0));(np.float64(406.0), np.float64(324.5));(np.float64(420.25), np.float64(423.25));(np.float64(388.5), np.float64(418.75));(np.float64(472.0), np.float64(430.5));(np.float64(438.5), np.float64(432.0))
1.29;videos/cuts_test/50wtf28.mp4;fall;(np.float64(480.0), np.float64(187.38));(np.float64(484.0), np.float64(179.62));(np.float64(471.25), np.float64(180.5));(np.float64(487.5), np.float64(182.12));(np.float64(451.25), np.float64(184.75));(np.float64(497.75), np.float64(235.5));(np.float64(426.25), np.float64(231.12));(np.float64(506.25), np.float64(298.0));(np.float64(407.5), np.float64(284.25));(np.float64(495.75), np.float64(352.0));(np.float64(381.75), np.float64(327.75));(np.float64(444.5), np.float64(340.0));(np.float64(402.0), np.float64(333.75));(np.float64(417.5), np.float64(434.5));(np.float64(374.0), np.float64(428.25));(np.float64(476.0), np.float64(432.5));(np.float64(425.5), np.float64(431.0))
1.33;videos/cuts_test/50wtf28.mp4;fall;(np.float64(478.0), np.float64(193.75));(np.float64(481.5), np.float64(186.0));(np.float64(469.0), np.float64(186.62));(np.float64(482.25), np.float64(190.38));(np.float64(448.25), np.float64(191.0));(np.float64(493.25), np.float64(240.5));(np.float64(423.5), np.float64(238.62));(np.float64(505.25), np.float64(303.5));(np.float64(404.0), np.float64(293.75));(np.float64(496.0), np.float64(359.0));(np.float64(377.25), np.float64(336.75));(np.float64(442.75), np.float64(347.25));(np.float64(399.25), np.float64(341.5));(np.float64(417.75), np.float64(438.75));(np.float64(388.0), np.float64(431.75));(np.float64(473.25), np.float64(433.5));(np.float64(439.75), np.float64(435.5))
1.38;videos/cuts_test/50wtf28.mp4;fall;(np.float64(474.5), np.float64(200.12));(np.float64(479.0), np.float64(192.75));(np.float64(466.0), np.float64(193.0));(np.float64(481.0), np.float64(196.38));(np.float64(444.75), np.float64(197.25));(np.float64(492.0), np.float64(248.5));(np.float64(420.0), np.float64(247.62));(np.float64(505.25), np.float64(313.25));(np.float64(399.0), np.float64(306.5));(np.float64(495.0), np.float64(370.5));(np.float64(374.0), np.float64(350.5));(np.float64(442.5), np.float64(358.0));(np.float64(399.5), np.float64(353.5));(np.float64(413.75), np.float64(454.0));(np.float64(382.0), np.float64(451.5));(np.float64(471.25), np.float64(430.5));(np.float64(443.0), np.float64(426.5))
1.42;videos/cuts_test/50wtf28.mp4;fall;(np.float64(471.5), np.float64(207.75));(np.float64(476.0), np.float64(200.62));(np.float64(463.25), np.float64(200.25));(np.float64(478.0), np.float64(204.75));(np.float64(441.75), np.float64(204.75));(np.float64(488.0), np.float64(257.5));(np.float64(416.0), np.float64(256.5));(np.float64(503.5), np.float64(322.0));(np.float64(397.25), np.float64(316.75));(np.float64(494.5), np.float64(379.0));(np.float64(372.0), np.float64(363.0));(np.float64(442.0), np.float64(368.0));(np.float64(398.5), np.float64(364.25));(np.float64(415.5), np.float64(458.75));(np.float64(366.5), np.float64(457.5));(np.float64(474.0), np.float64(432.0));(np.float64(439.5), np.float64(431.0))
1.46;videos/cuts_test/50wtf28.mp4;fall;(np.float64(467.5), np.float64(215.0));(np.float64(472.5), np.float64(208.75));(np.float64(459.5), np.float64(207.25));(np.float64(474.5), np.float64(214.5));(np.float64(437.75), np.float64(211.38));(np.float64(483.5), np.float64(266.75));(np.float64(412.5), np.float64(267.0));(np.float64(500.5), np.float64(331.75));(np.float64(393.75), np.float64(328.75));(np.float64(493.0), np.float64(390.0));(np.float64(370.75), np.float64(379.0));(np.float64(441.5), np.float64(378.25));(np.float64(397.5), np.float64(375.25));(np.float64(413.5), np.float64(464.5));(np.float64(360.25), np.float64(464.0));(np.float64(468.25), np.float64(430.5));(np.float64(436.5), np.float64(439.5))
1.5;videos/cuts_test/50wtf28.mp4;fall;(np.float64(462.5), np.float64(222.5));(np.float64(467.5), np.float64(216.0));(np.float64(454.0), np.float64(214.38));(np.float64(470.75), np.float64(221.75));(np.float64(432.75), np.float64(219.25));(np.float64(478.75), np.float64(273.75));(np.float64(410.0), np.float64(275.5));(np.float64(495.25), np.float64(339.0));(np.float64(392.75), np.float64(337.5));(np.float64(489.75), np.float64(403.0));(np.float64(370.5), np.float64(390.75));(np.float64(443.5), np.float64(383.25));(np.float64(400.5), np.float64(381.25));(np.float64(409.5), np.float64(466.75));(np.float64(370.0), np.float64(467.0));(np.float64(464.25), np.float64(427.0));(np.float64(435.0), np.float64(425.25))
1.54;videos/cuts_test/50wtf28.mp4;fall;(np.float64(455.5), np.float64(228.38));(np.float64(461.5), np.float64(221.25));(np.float64(447.25), np.float64(220.5));(np.float64(466.75), np.float64(225.88));(np.float64(428.25), np.float64(224.5));(np.float64(476.75), np.float64(276.5));(np.float64(409.0), np.float64(281.5));(np.float64(486.5), np.float64(342.0));(np.float64(391.0), np.float64(344.75));(np.float64(486.5), np.float64(405.75));(np.float64(371.5), np.float64(401.0));(np.float64(447.0), np.float64(387.25));(np.float64(403.25), np.float64(384.5));(np.float64(414.0), np.float64(475.5));(np.float64(363.0), np.float64(467.0));(np.float64(465.5), np.float64(427.5));(np.float64(415.75), np.float64(428.5))
1.58;videos/cuts_test/50wtf28.mp4;fall;(np.float64(450.0), np.float64(232.12));(np.float64(456.25), np.float64(224.75));(np.float64(441.5), np.float64(224.0));(np.float64(462.75), np.float64(228.62));(np.float64(423.0), np.float64(227.75));(np.float64(474.25), np.float64(275.5));(np.float64(408.0), np.float64(285.5));(np.float64(482.0), np.float64(341.0));(np.float64(390.75), np.float64(350.0));(np.float64(482.25), np.float64(405.75));(np.float64(370.5), np.float64(409.25));(np.float64(450.75), np.float64(391.25));(np.float64(406.75), np.float64(389.5));(np.float64(416.75), np.float64(479.0));(np.float64(365.0), np.float64(470.0));(np.float64(470.25), np.float64(431.0));(np.float64(425.5), np.float64(432.5))
1.63;videos/cuts_test/50wtf28.mp4;fall;(np.float64(443.0), np.float64(234.25));(np.float64(450.25), np.float64(226.75));(np.float64(435.0), np.float64(226.12));(np.float64(458.5), np.float64(230.5));(np.float64(420.0), np.float64(229.25));(np.float64(474.0), np.float64(272.0));(np.float64(407.75), np.float64(288.5));(np.float64(486.75), np.float64(336.25));(np.float64(392.75), np.float64(354.5));(np.float64(484.0), np.float64(400.5));(np.float64(372.0), np.float64(411.5));(np.float64(453.25), np.float64(390.0));(np.float64(410.75), np.float64(390.5));(np.float64(414.75), np.float64(472.75));(np.float64(369.0), np.float64(466.0));(np.float64(476.25), np.float64(429.0));(np.float64(446.25), np.float64(429.75))
1.67;videos/cuts_test/50wtf28.mp4;fall;(np.float64(437.5), np.float64(233.75));(np.float64(445.0), np.float64(226.62));(np.float64(429.5), np.float64(226.38));(np.float64(454.75), np.float64(231.5));(np.float64(417.0), np.float64(231.5));(np.float64(473.25), np.float64(266.5));(np.float64(410.0), np.float64(291.0));(np.float64(498.0), np.float64(322.0));(np.float64(396.0), np.float64(356.75));(np.float64(490.25), np.float64(387.5));(np.float64(373.75), np.float64(414.25));(np.float64(456.0), np.float64(388.0));(np.float64(414.25), np.float64(389.75));(np.float64(417.0), np.float64(470.5));(np.float64(371.0), np.float64(463.0));(np.float64(482.25), np.float64(428.5));(np.float64(450.5), np.float64(425.5))
1.71;videos/cuts_test/50wtf28.mp4;fall;(np.float64(431.5), np.float64(232.75));(np.float64(440.0), np.float64(225.75));(np.float64(424.0), np.float64(226.12));(np.float64(453.25), np.float64(233.25));(np.float64(415.25), np.float64(234.25));(np.float64(473.5), np.float64(262.0));(np.float64(414.0), np.float64(294.75));(np.float64(505.25), np.float64(310.0));(np.float64(399.75), np.float64(360.5));(np.float64(495.25), np.float64(376.75));(np.float64(375.5), np.float64(416.25));(np.float64(461.0), np.float64(387.75));(np.float64(420.5), np.float64(391.25));(np.float64(416.5), np.float64(466.5));(np.float64(371.0), np.float64(458.75));(np.float64(483.5), np.float64(431.0));(np.float64(458.0), np.float64(427.5))
1.75;videos/cuts_test/50wtf28.mp4;fall;(np.float64(425.25), np.float64(233.5));(np.float64(434.0), np.float64(226.25));(np.float64(419.0), np.float64(228.5));(np.float64(452.5), np.float64(233.62));(np.float64(415.0), np.float64(239.0));(np.float64(475.75), np.float64(259.5));(np.float64(418.75), np.float64(297.25));(np.float64(513.0), np.float64(305.25));(np.float64(405.0), np.float64(365.25));(np.float64(502.0), np.float64(365.25));(np.float64(379.25), np.float64(417.0));(np.float64(465.0), np.float64(387.25));(np.float64(425.5), np.float64(392.0));(np.float64(413.5), np.float64(465.0));(np.float64(376.5), np.float64(459.0));(np.float64(485.5), np.float64(432.25));(np.float64(463.75), np.float64(424.75))
1.79;videos/cuts_test/50wtf28.mp4;fall;(np.float64(422.5), np.float64(236.0));(np.float64(430.5), np.float64(228.25));(np.float64(417.0), np.float64(232.38));(np.float64(451.5), np.float64(234.5));(np.float64(416.5), np.float64(243.75));(np.float64(477.0), np.float64(258.75));(np.float64(424.5), np.float64(298.0));(np.float64(519.0), np.float64(301.25));(np.float64(412.75), np.float64(361.75));(np.float64(506.0), np.float64(359.25));(np.float64(387.75), np.float64(408.75));(np.float64(468.5), np.float64(386.0));(np.float64(430.25), np.float64(391.0));(np.float64(415.0), np.float64(464.5));(np.float64(379.5), np.float64(457.5));(np.float64(487.0), np.float64(433.5));(np.float64(462.5), np.float64(426.75))
1.84;videos/cuts_test/50wtf28.mp4;fall;(np.float64(421.75), np.float64(242.12));(np.float64(428.25), np.float64(233.62));(np.float64(418.0), np.float64(238.38));(np.float64(451.75), np.float64(236.0));(np.float64(421.5), np.float64(247.62));(np.float64(480.5), np.float64(259.0));(np.float64(433.0), np.float64(297.0));(np.float64(524.0), np.float64(300.75));(np.float64(423.5), np.float64(357.5));(np.float64(509.75), np.float64(356.5));(np.float64(406.75), np.float64(392.0));(np.float64(472.25), np.float64(388.5));(np.float64(436.0), np.float64(393.0));(np.float64(416.0), np.float64(463.25));(np.float64(386.0), np.float64(453.0));(np.float64(488.5), np.float64(434.0));(np.float64(458.5), np.float64(427.75))
1.88;videos/cuts_test/50wtf28.mp4;fall;(np.float64(422.5), np.float64(248.88));(np.float64(428.5), np.float64(240.25));(np.float64(419.75), np.float64(244.75));(np.float64(452.75), np.float64(241.5));(np.float64(426.25), np.float64(253.12));(np.float64(485.0), np.float64(261.25));(np.float64(438.75), np.float64(298.5));(np.float64(529.0), np.float64(302.5));(np.float64(429.5), np.float64(357.0));(np.float64(514.0), np.float64(357.0));(np.float64(416.0), np.float64(389.25));(np.float64(477.0), np.float64(392.0));(np.float64(442.0), np.float64(393.75));(np.float64(419.75), np.float64(463.0));(np.float64(394.0), np.float64(441.75));(np.float64(491.25), np.float64(436.5));(np.float64(420.0), np.float64(441.0))
1.92;videos/cuts_test/50wtf28.mp4;fall;(np.float64(424.75), np.float64(256.5));(np.float64(430.0), np.float64(247.75));(np.float64(422.75), np.float64(252.0));(np.float64(455.5), np.float64(247.12));(np.float64(431.5), np.float64(258.0));(np.float64(490.25), np.float64(264.5));(np.float64(446.0), np.float64(301.25));(np.float64(531.5), np.float64(306.0));(np.float64(437.5), np.float64(359.25));(np.float64(516.0), np.float64(362.5));(np.float64(422.75), np.float64(393.0));(np.float64(480.75), np.float64(396.0));(np.float64(447.25), np.float64(396.75));(np.float64(417.75), np.float64(464.75));(np.float64(393.25), np.float64(440.5));(np.float64(477.5), np.float64(440.75));(np.float64(375.75), np.float64(459.0))
1.96;videos/cuts_test/50wtf28.mp4;fall;(np.float64(429.75), np.float64(264.5));(np.float64(434.0), np.float64(256.0));(np.float64(428.0), np.float64(258.75));(np.float64(458.5), np.float64(251.75));(np.float64(437.5), np.float64(260.25));(np.float64(498.0), np.float64(269.0));(np.float64(452.25), np.float64(304.25));(np.float64(532.5), np.float64(316.5));(np.float64(442.0), np.float64(362.75));(np.float64(515.0), np.float64(374.5));(np.float64(426.75), np.float64(397.25));(np.float64(487.5), np.float64(399.25));(np.float64(453.0), np.float64(399.5));(np.float64(419.5), np.float64(465.5));(np.float64(391.75), np.float64(449.0));(np.float64(452.5), np.float64(446.5));(np.float64(375.0), np.float64(455.5))
2.0;videos/cuts_test/50wtf28.mp4;fall;(np.float64(437.75), np.float64(273.5));(np.float64(440.75), np.float64(264.5));(np.float64(435.0), np.float64(268.0));(np.float64(463.25), np.float64(258.25));(np.float64(443.5), np.float64(268.75));(np.float64(504.75), np.float64(274.75));(np.float64(459.5), np.float64(310.0));(np.float64(533.0), np.float64(322.5));(np.float64(450.0), np.float64(366.25));(np.float64(517.0), np.float64(384.25));(np.float64(431.5), np.float64(398.75));(np.float64(489.75), np.float64(404.0));(np.float64(454.0), np.float64(404.5));(np.float64(421.25), np.float64(469.0));(np.float64(388.0), np.float64(455.0));(np.float64(471.0), np.float64(445.0));(np.float64(395.0), np.float64(443.0))
2.04;videos/cuts_test/50wtf28.mp4;fall;(np.float64(447.0), np.float64(282.75));(np.float64(449.0), np.float64(274.0));(np.float64(444.0), np.float64(277.5));(np.float64(470.0), np.float64(264.5));(np.float64(453.5), np.float64(274.75));(np.float64(515.0), np.float64(280.5));(np.float64(469.75), np.float64(312.0));(np.float64(536.5), np.float64(330.75));(np.float64(459.0), np.float64(362.75));(np.float64(517.0), np.float64(395.75));(np.float64(444.0), np.float64(392.75));(np.float64(490.5), np.float64(408.25));(np.float64(456.5), np.float64(408.0));(np.float64(417.5), np.float64(470.5));(np.float64(379.0), np.float64(458.5));(np.float64(487.5), np.float64(445.0));(np.float64(459.75), np.float64(435.5))
